title,price,description,city,views,url
Chevrolet Tahoe,14 000 000₸,"2013 г., Б/у внедорожник, 5.3 л, газ, КПП автомат, с пробегом 249 000 км, черный, металлик, литые диски, тонировка, лю...",Актобе,0,https://kolesa.kz/a/show/196627972?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=91
Hyundai Grandeur,8 900 000₸,"2013 г., Б/у седан, 3 л, бензин, КПП автомат, Всем Ассалаумалейкум. Продам Хундай Грандеур 2013 г., Самая Полная Компл...",Алматы,0,https://kolesa.kz/a/show/206542653?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=92
Mercedes-Benz S 500,5 000 000₸,"2006 г., Б/у седан, 5.5 л, бензин, КПП автомат, с пробегом 400 000 км, Срочно сегодня!",Алматы,0,https://kolesa.kz/a/show/204441636?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=93
ВАЗ (Lada) 2114,400 000₸,"2007 г., Б/у хэтчбек, 1.5 л, бензин, КПП механика, с пробегом 256 000 км, зеленый, Продам ваз 2114 на ходу. Торг",Аркалык,0,https://kolesa.kz/a/show/207307035?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=94
BMW X6,18 300 000₸,"2016 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 132 000 км, вишня, металлик, литые диски, тонировка, люк,...",Астана,0,https://kolesa.kz/a/show/205482269?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=95
ВАЗ (Lada) 21099,800 000₸,"На заказ,2004 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 256 067 км, металлик",Алматы,0,https://kolesa.kz/a/show/206526631?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=96
ВАЗ (Lada) Vesta,4 120 000₸,"2019 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 113 800 км, серый, металлик, ЖИВАЯ ВЕСТА! • Родной пробег...",Астана,0,https://kolesa.kz/a/show/207306427?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=97
ВАЗ (Lada) Largus (фургон),8 800 000₸,"2021 г., Б/у фургон, 1.6 л, бензин, КПП механика, с пробегом 19 500 км, Рефрижератор. Машина в отличном состоянии. Пок...",Алматы,0,https://kolesa.kz/a/show/206524217?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=98
Ravon Nexia R3,3 900 000₸,"2020 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 111 000 км, черный, литые диски, дневные ходовые огни, прот...",Алматы,0,https://kolesa.kz/a/show/207278957?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=99
Changan CS75 Plus,12 500 000₸,"2025 г., Б/у кроссовер, 1.5 л, бензин, КПП автомат, белый, Рассрочка без пенсионки 1.5 цена в кредит 13.3 2 литровый 1...",Алматы,0,https://kolesa.kz/a/show/189541043?search_id=f68bf48eba3f2bca02c2bb864b759eeaf600a3a0&search_type=filter&advert_position=100
ВАЗ (Lada) Vesta,4 120 000₸,"2019 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 113 800 км, серый, металлик, ЖИВАЯ ВЕСТА! • Родной пробег...",Астана,0,https://kolesa.kz/a/show/207306427?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=101
ВАЗ (Lada) Largus (фургон),8 800 000₸,"2021 г., Б/у фургон, 1.6 л, бензин, КПП механика, с пробегом 19 500 км, Рефрижератор. Машина в отличном состоянии. Пок...",Алматы,0,https://kolesa.kz/a/show/206524217?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=102
Ravon Nexia R3,3 900 000₸,"2020 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 111 000 км, черный, литые диски, дневные ходовые огни, прот...",Алматы,0,https://kolesa.kz/a/show/207278957?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=103
Changan CS75 Plus,12 500 000₸,"2025 г., Б/у кроссовер, 1.5 л, бензин, КПП автомат, белый, Рассрочка без пенсионки 1.5 цена в кредит 13.3 2 литровый 1...",Алматы,0,https://kolesa.kz/a/show/189541043?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=104
Hyundai Elantra,9 300 000₸,"2021 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 70 000 км, белый, литые диски, тонировка, ветровики, дневны...",Астана,0,https://kolesa.kz/a/show/206902684?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=105
Chevrolet Nexia,4 900 000₸,"2021 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 86 653 км, черный, металлик, КАЗ учёт. Автомобиль в хорошем...",Уральск,0,https://kolesa.kz/a/show/207300922?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=106
Changan CS55 Plus,8 900 000₸,"2024 г., Б/у кроссовер, 1.5 л, бензин, КПП робот, с пробегом 47 000 км, серый, металлик, литые диски, тонировка, люк,...",Алматы,0,https://kolesa.kz/a/show/205114877?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=107
Toyota Land Cruiser,22 000 000₸,"2012 г., Б/у внедорожник, 4.6 л, газ-бензин, КПП автомат, черный, металлик, Обмен только на наличные! Обмен не предлаг...",Актау,0,https://kolesa.kz/a/show/193319249?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=108
Geely Monjaro,16 000 000₸,"2024 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 23 000 км, синий, металлик, литые диски, тонировка, люк,...",Астана,0,https://kolesa.kz/a/show/206521329?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=109
Mercedes-Benz C 220,1 600 000₸,"1994 г., Б/у седан, 2.2 л, бензин, КПП механика, бордовый, велюр, ГУР, ABS, SRS, иммобилайзер, полный электропакет, це...",Алматы,0,https://kolesa.kz/a/show/200757918?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=110
Mercedes-Benz AMG GT,53 000 000₸,"2019 г., Б/у лифтбек, 3 л, бензин, КПП робот, с пробегом 80 000 км, синий, металлик, литые диски, тонировка, панорамна...",Атырау,0,https://kolesa.kz/a/show/206449909?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=111
Audi A6,1 900 000₸,"1997 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 255 000 км, серебристый, Автомобиль на ходу, вложения гидро...",Усть-Каменогорск,0,https://kolesa.kz/a/show/205714170?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=112
Toyota Camry,2 300 000₸,"2003 г., Б/у седан, 2.4 л, бензин, КПП механика, с пробегом 125 142 км, ЕВРОПЕЕЦ",Астана,0,https://kolesa.kz/a/show/207297478?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=113
Jetour X70 Plus,12 000 000₸,"2023 г., Б/у кроссовер, 1.6 л, бензин, КПП автомат, с пробегом 18 000 км",Караганда,0,https://kolesa.kz/a/show/206371512?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=114
Lexus ES 250,27 000 000₸,"2021 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 43 000 км, Комплектация F-sport Шумка полный Бронь пленка м...",Актау,0,https://kolesa.kz/a/show/206510157?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=115
Lexus GS 350,13 700 000₸,"2013 г., Б/у седан, 3.5 л, бензин, КПП автомат, с пробегом 177 000 км, серый, кожа, ГУР, ABS, SRS, зимний режим, спорт...",Астана,0,https://kolesa.kz/a/show/199369472?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=116
Lexus RX 300,5 850 000₸,"2001 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 224 000 км, черный, металлик, кожа, шторки, кондиционер,...",Алматы,0,https://kolesa.kz/a/show/207296667?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=117
Nissan Cefiro,2 800 000₸,"1995 г., Б/у седан, 2 л, бензин, Правый руль, КПП автомат, с пробегом 357 000 км, синий, ксенон, биксенон, дневные ход...",Алматы,0,https://kolesa.kz/a/show/207295199?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=118
Land Rover Range Rover Velar,40 500 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 20 000 км, черный, металлик, литые диски, тонировка, люк,...",Алматы,0,https://kolesa.kz/a/show/188318093?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=119
ВАЗ (Lada) Granta 2190,4 900 000₸,"2019 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 86 000 км, белый, литые диски, тонировка, дневные ходовые о...",Павлодар,0,https://kolesa.kz/a/show/202620059?search_id=c48b629216d72853dd6b887e6b74323b14724976&search_type=filter&advert_position=120
Nissan Cefiro,2 800 000₸,"1995 г., Б/у седан, 2 л, бензин, Правый руль, КПП автомат, с пробегом 357 000 км, синий, ксенон, биксенон, дневные ход...",Алматы,0,https://kolesa.kz/a/show/207295199?search_id=aca1f2d1e3dd8c86817b0950d865636883cca09d&search_type=filter&advert_position=121
Land Rover Range Rover Velar,40 500 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 20 000 км, черный, металлик, литые диски, тонировка, люк,...",Алматы,0,https://kolesa.kz/a/show/188318093?search_id=aca1f2d1e3dd8c86817b0950d865636883cca09d&search_type=filter&advert_position=122
ВАЗ (Lada) Granta 2190,4 900 000₸,"2019 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 86 000 км, белый, литые диски, тонировка, дневные ходовые о...",Павлодар,0,https://kolesa.kz/a/show/202620059?search_id=aca1f2d1e3dd8c86817b0950d865636883cca09d&search_type=filter&advert_position=123
Toyota Highlander,24 500 000₸,"2022 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, с пробегом 270 000 км, серый",Шымкент,0,https://kolesa.kz/a/show/207292305?search_id=aca1f2d1e3dd8c86817b0950d865636883cca09d&search_type=filter&advert_position=124
Toyota Camry,12 400 000₸,"2015 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 200 000 км, белый, Доброго времени суток продаю авто в хоро...",Астана,0,https://kolesa.kz/a/show/206948427?search_id=aca1f2d1e3dd8c86817b0950d865636883cca09d&search_type=filter&advert_position=125
